hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
44, 2700.00000, 7415.54, -0.000013919, 7415.54, -120, 7415.54, 120, 259.214, -15.521, 256.182, -137.195, 255.597, 104.684
45, 0.00000, 7415.54, -0.000013357, 7415.54, -120, 7415.54, 120, 252.371, -15.9829, 246.42, -137.447, 242.699, 104.536
45, 900.00000, 7415.54, -0.0000138811, 7415.54, -120, 7415.54, 120, 265.008, -16.3121, 260.687, -137.692, 248.657, 104.273
45, 1800.00000, 7415.54, -0.0000100445, 7415.54, -120, 7415.54, 120, 222.394, -20.5348, 218.182, -142.134, 211.167, 100.602
45, 2700.00000, 7415.54, -6.21049E-6, 7415.54, -120, 7415.54, 120, 178.117, -26.3314, 169.703, -150.319, 176.072, 94.9739
46, 0.00000, 7415.54, -0.0000162089, 7415.54, -120, 7415.54, 120, 303.293, -15.6801, 301.873, -137.121, 298.934, 104.768
46, 900.00000, 7415.54, -0.0000175024, 7415.54, -120, 7415.54, 120, 319.174, -14.8407, 308.078, -136.642, 319.69, 105.568
46, 1800.00000, 7415.54, -0.0000182941, 7415.54, -120, 7415.54, 120, 329.401, -14.4157, 319.163, -136.193, 321.26, 105.622
46, 2700.00000, 7415.54, -0.000017443, 7415.54, -120, 7415.54, 120, 316.345, -14.6566, 311.755, -135.947, 308.209, 105.816
47, 0.00000, 7415.54, -0.0000130615, 7415.54, -120, 7415.54, 120, 260.032, -17.5885, 258.357, -139.377, 260.801, 103.028
47, 900.00000, 7415.54, -3.43653E-7, 7415.54, -120, 7415.54, 120, 105.328, -43.1925, 101.976, -176.408, 105.515, 78.5523
